,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,valid
979,Deficit irrigation,"Coria del Río, Seville, Spain",37.283833,-6.052722,,sandy clay loam,0.7 ha,December 2020 to June 2022,Olea europaea (cv. Manzanilla),1666 trees ha-1,,,,,https://doi.org/10.5194/soil-9-325-2023,2025-11-25 04:01:57,8.0,True
980,No irrigation,"Coria del Río, Seville, Spain",37.283833,-6.052722,,sandy clay loam,0.7 ha,December 2020 to June 2022,Olea europaea (cv. Manzanilla),1666 trees ha-1,,,,,https://doi.org/10.5194/soil-9-325-2023,2025-11-25 04:01:57,8.0,True
981,,"Coria del Río, Seville, Spain",37.283833,-6.052722,,sandy clay loam,1.2 ha,December 2020 to June 2022,Olea europaea (cv. Manzanilla),285 trees ha-1,,,,,https://doi.org/10.5194/soil-9-325-2023,2025-11-25 04:01:57,8.0,True
982,Full Irrigation (FI),"China Agricultural University, Beijing, China",,,,sandy loam,,"April–July, 2012",Tomato (Solanum lycopersicum L. var. No. 2 Hongfen),,,20% increase with biochar compared to non-biochar control,,,https://doi.org/10.1016/j.agwat.2014.02.016,2025-11-25 04:11:01,9.0,True
983,Deficit Irrigation (DI),"China Agricultural University, Beijing, China",,,,sandy loam,,"April–July, 2012",Tomato (Solanum lycopersicum L. var. No. 2 Hongfen),,Higher total soluble solids (TSS) compared to FI,6% increase with biochar compared to non-biochar control,,15% increase compared to FI,https://doi.org/10.1016/j.agwat.2014.02.016,2025-11-25 04:11:01,9.0,True
984,Partial Root-Zone Drying Irrigation (PRD),"China Agricultural University, Beijing, China",,,,sandy loam,,"April–July, 2012",Tomato (Solanum lycopersicum L. var. No. 2 Hongfen),,Improved fruit quality metrics compared to FI,13% increase with biochar compared to non-biochar control,,35% increase compared to FI,https://doi.org/10.1016/j.agwat.2014.02.016,2025-11-25 04:11:01,9.0,True
985,,"China Agricultural University, Beijing, China",,,,sandy loam,,"April–July, 2012",Tomato (Solanum lycopersicum L. var. No. 2 Hongfen),,,,,,https://doi.org/10.1016/j.agwat.2014.02.016,2025-11-25 04:11:01,9.0,True
986,Sub-optimal irrigation at 75±5% of the field capacity,"Horticulture Experimental Farm, ICAR Research Complex for NEH Region, Umiam, Meghalaya, India",,,,sandy,,February - June 2021,Tomato (Solanum lycopersicum),8,,0.63 kg/plant to 1.36 kg/plant,97.83 cm,,https://doi.org/10.15835/nbha53114113,2025-11-25 04:12:46,9.0,True
987,Irrigation at 50±5% of the field capacity,"Horticulture Experimental Farm, ICAR Research Complex for NEH Region, Umiam, Meghalaya, India",,,,sandy,,February - June 2021,Tomato (Solanum lycopersicum),8,,0.40 kg/plant to 0.81 kg/plant,90.56 cm,,https://doi.org/10.15835/nbha53114113,2025-11-25 04:12:46,9.0,True
988,Irrigation at 25±5% of the field capacity,"Horticulture Experimental Farm, ICAR Research Complex for NEH Region, Umiam, Meghalaya, India",,,,sandy,,February - June 2021,Tomato (Solanum lycopersicum),8,,0.40 kg/plant to 0.81 kg/plant,80.09 cm,,https://doi.org/10.15835/nbha53114113,2025-11-25 04:12:46,9.0,True
989,100% irrigation,"Federal College of Education (Technical) Demonstration Farm, Asaba, Delta State, Nigeria",6.5° N,6.75° E,150 m,sandy loams,1296 sqm,2025-03-29,Tomato (Solanum lycopersicum),,,,,,https://doi.org/10.30574/wjarr.2025.26.2.1719,2025-11-25 04:17:00,8.0,True
990,75% irrigation,"Federal College of Education (Technical) Demonstration Farm, Asaba, Delta State, Nigeria",6.5° N,6.75° E,150 m,sandy loams,1296 sqm,2025-03-29,Tomato (Solanum lycopersicum),,,,,,https://doi.org/10.30574/wjarr.2025.26.2.1719,2025-11-25 04:17:00,8.0,True
991,,"Federal College of Education (Technical) Demonstration Farm, Asaba, Delta State, Nigeria",6.5° N,6.75° E,150 m,sandy loams,1296 sqm,2025-03-29,Tomato (Solanum lycopersicum),,,,,,https://doi.org/10.30574/wjarr.2025.26.2.1719,2025-11-25 04:17:00,8.0,True
992,Partial Rootzone Drying (PRD),Portugal,,,,,,24 August 2005,Grapevine (Vitis vinifera L.),,"Improved berry quality, higher anthocyanins and total phenols",No significant yield reduction,,Higher water use efficiency (WUE) compared to full irrigation (FI),https://doi.org/10.1111/j.1672-9072.2007.00556.x,2025-11-25 04:23:44,9.0,True
993,Deficit Irrigation (DI),Portugal,,,,,,24 August 2005,Grapevine (Vitis vinifera L.),,"Improved berry quality, higher anthocyanins and total phenols",No significant yield reduction,,Higher water use efficiency (WUE) compared to full irrigation (FI),https://doi.org/10.1111/j.1672-9072.2007.00556.x,2025-11-25 04:23:44,9.0,True
994,Full Irrigation (FI),Portugal,,,,,,24 August 2005,Grapevine (Vitis vinifera L.),,,100% ETc,,,https://doi.org/10.1111/j.1672-9072.2007.00556.x,2025-11-25 04:23:44,9.0,True
995,Regulated Deficit Irrigation (RDI),Portugal,,,,,,24 August 2005,Grapevine (Vitis vinifera L.),,Improved berry quality,Reduced yields depending on timing of application,,Higher water use efficiency (WUE) compared to full irrigation (FI),https://doi.org/10.1111/j.1672-9072.2007.00556.x,2025-11-25 04:23:44,9.0,True
996,,Portugal,,,,,,,Tomato (Lycopersicon esculentum Mill),,Higher concentrations of soluble sugars and higher color intensity,60% less than control under severe deficit,,,https://doi.org/10.1111/j.1672-9072.2007.00556.x,2025-11-25 04:23:44,9.0,True
997,Partial Rootzone Drying (PRD),,,,,,,,Potato (Solanum tuberosum L.),,,Maintained tuber yields,,Increased irrigation water use efficiency (IWUE) by 60% compared to full irrigation (FI),https://doi.org/10.1111/j.1672-9072.2007.00556.x,2025-11-25 04:23:44,9.0,True
998,,Global,,,,,,2015,,,,"1,802,929,008 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
999,,USA,,,,,,2015,,,,"42,323,364 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1000,,China,,,,,,2015,,,,"131,778,217 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1001,,India,,,,,,2015,,,,"132,542,113 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1002,,Russia,,,,,,2015,,,,"33,276,856 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1003,,Ukraine,,,,,,2015,,,,"30,408,208 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1004,,Turkey,,,,,,2015,,,,"19,547,992 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1005,,Pakistan,,,,,,2015,,,,"19,127,578 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1006,,Brazil,,,,,,2015,,,,"13,135,572 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1007,,Argentina,,,,,,2015,,,,"4,869,367 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1008,,Egypt,,,,,,2015,,,,"4,249,590 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1009,,South Africa,,,,,,2015,,,,"4,080,443 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1010,,Nigeria,,,,,,2015,,,,"915,851 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1011,,Australia,,,,,,2015,,,,"4,557,947 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1012,,Canada,,,,,,2015,,,,"1,038,976 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1013,,France,,,,,,2015,,,,"13,519,701 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1014,,Italy,,,,,,2015,,,,"5,117,951 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1015,,Spain,,,,,,2015,,,,"15,355,735 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1016,,Turkey,,,,,,2015,,,,"19,547,992 hectares",,,https://doi.org/10.5067/Community/LGRIP/LGRIP30.001,2025-11-25 04:31:22,8.0,True
1017,Sustained Deficit Irrigation (STD) - 1X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2011,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1018,Sustained Deficit Irrigation (STD) - 3X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2011,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1019,Sustained Deficit Irrigation (STD) - 1X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2012,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1020,Sustained Deficit Irrigation (STD) - 3X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2012,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1021,Sustained Deficit Irrigation (STD) - 1X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2013,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1022,Sustained Deficit Irrigation (STD) - 3X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2013,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1023,Sustained Deficit Irrigation (STD50) - 1X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2011,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1024,Sustained Deficit Irrigation (STD50) - 3X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2011,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1025,Sustained Deficit Irrigation (STD50) - 1X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2012,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1026,Sustained Deficit Irrigation (STD50) - 3X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2012,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1027,Sustained Deficit Irrigation (STD50) - 1X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2013,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1028,Sustained Deficit Irrigation (STD50) - 3X,"University of Idaho Parma Research and Extension Center, Parma, ID, USA","43°37'7.9716""N","116°12'54.1""W",750 m,sandy loam,,2013,Malbec grapevines (Vitis vinifera L.),,,,,,https://doi.org/10.5539/jas.v9n6p1,2025-11-25 04:32:27,9.0,True
1029,Deficit irrigation (80% deficit),Global,,,,,,,Maize,,,,,WP increased by 7.1% with no loss of yield,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1030,Deficit irrigation (50-80% deficit),Global,,,,,,,Maize,,,Yield decreased by 10.5-20.2%,,WP increased by 4.2-6.9%,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1031,Deficit irrigation (30-50% deficit),Global,,,,,,,Maize,,,Yield decreased by 22%,,,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1032,Deficit irrigation (<30% deficit),Global,,,,,,,Maize,,,Yield decreased by 29%,,WP decreased by 6.9%,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1033,,Asia,,,,,0.05 billion ha,2005,Maize,,,0.20 billion Mg,,95.51 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1034,,Europe,,,,,0.01 billion ha,2005,Maize,,,0.09 billion Mg,,33.56 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1035,,Africa,,,,,0.03 billion ha,2005,Maize,,,0.05 billion Mg,,48.43 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1036,,North America,,,,,0.03 billion ha,2005,Maize,,,0.29 billion Mg,,183.39 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1037,,South America,,,,,0.02 billion ha,2005,Maize,,,0.06 billion Mg,,30.98 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1038,,Asia,,,,,0.05 billion ha,2050,Maize,,,0.40 billion Mg,,141.22 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1039,,Europe,,,,,0.01 billion ha,2050,Maize,,,0.17 billion Mg,,62.49 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1040,,Africa,,,,,0.03 billion ha,2050,Maize,,,0.10 billion Mg,,39.50 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1041,,North America,,,,,0.03 billion ha,2050,Maize,,,0.58 billion Mg,,228.70 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1042,,South America,,,,,0.02 billion ha,2050,Maize,,,0.13 billion Mg,,57.55 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1043,,Asia,,,,,0.05 billion ha,2050,Maize,,,0.40 billion Mg,,83.07 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1044,,Europe,,,,,0.01 billion ha,2050,Maize,,,0.17 billion Mg,,36.76 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1045,,Africa,,,,,0.03 billion ha,2050,Maize,,,0.10 billion Mg,,23.24 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1046,,North America,,,,,0.03 billion ha,2050,Maize,,,0.58 billion Mg,,134.53 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1047,,South America,,,,,0.02 billion ha,2050,Maize,,,0.13 billion Mg,,33.85 cubic kilometers,https://doi.org/10.1038/s41598-018-32964-4,2025-11-25 04:34:37,8.0,True
1048,25% field capacity,Horticulture Farm of Lamjung Campus,28°12'N,84°22'E,700 masl,,,June-September 2019,Tomato (Solanum lycopersicum L.),,,140.07 g/plant,,,https://doi.org/10.3126/nh.v18i1.72669,2025-11-25 04:39:23,9.0,True
1049,50% field capacity,Horticulture Farm of Lamjung Campus,28°12'N,84°22'E,700 masl,,,June-September 2019,Tomato (Solanum lycopersicum L.),,,,,,https://doi.org/10.3126/nh.v18i1.72669,2025-11-25 04:39:23,9.0,True
1050,75% field capacity,Horticulture Farm of Lamjung Campus,28°12'N,84°22'E,700 masl,,,June-September 2019,Tomato (Solanum lycopersicum L.),,,,,,https://doi.org/10.3126/nh.v18i1.72669,2025-11-25 04:39:23,9.0,True
1051,100% field capacity,Horticulture Farm of Lamjung Campus,28°12'N,84°22'E,700 masl,,,June-September 2019,Tomato (Solanum lycopersicum L.),,,426.26 g/plant,,,https://doi.org/10.3126/nh.v18i1.72669,2025-11-25 04:39:23,9.0,True
1052,deficit irrigation,Montana,,,,,,2014,fenugreek,,,yield and trigonelline production,,,https://doi.org/10.1016/j.fcr.2018.04.009,2025-11-25 04:42:15,8.0,True
1053,deficit irrigation,Iran,,,,,,2014,milk thistle,,oil content and fatty acid composition,seed yield,,,https://doi.org/10.1016/j.fcr.2018.04.009,2025-11-25 04:42:15,8.0,True
1054,deficit irrigation,Iran,,,,,,2014,milk thistle,,,flavonolignan production,,,https://doi.org/10.1016/j.fcr.2018.04.009,2025-11-25 04:42:15,8.0,True
1055,deficit irrigation,Montana,,,,,,2014,grain sorghum,,,,,,https://doi.org/10.1016/j.fcr.2018.04.009,2025-11-25 04:42:15,8.0,True
1056,deficit irrigation,Iran,,,,,,2014,turnip,,forage quality,yield,,,https://doi.org/10.1016/j.fcr.2018.04.009,2025-11-25 04:42:15,8.0,True
1057,deficit irrigation,Iran,,,,,,2014,turnip,,,yield,,,https://doi.org/10.1016/j.fcr.2018.04.009,2025-11-25 04:42:15,8.0,True
1058,Growth stage-based deficit irrigation (Lveg and Mat),"Greeley, CO",40°26´57˝ N,104°38´12˝ W,1427 m,sandy and fine sandy loam,,2012,Zea mays L.,80496,,15.73 Mg ha–1,,,https://doi.org/10.2134/agronj2019.03.0214,2025-11-25 04:49:07,9.0,True
1059,Growth stage-based deficit irrigation (Lveg and Mat),"Greeley, CO",40°26´57˝ N,104°38´12˝ W,1427 m,sandy and fine sandy loam,,2013,Zea mays L.,77665,,12.67 Mg ha–1,,,https://doi.org/10.2134/agronj2019.03.0214,2025-11-25 04:49:07,9.0,True
1060,Growth stage-based deficit irrigation (Lveg and Mat),"Greeley, CO",40°26´57˝ N,104°38´12˝ W,1427 m,sandy and fine sandy loam,,2015,Zea mays L.,82570,,8.10 Mg ha–1,,,https://doi.org/10.2134/agronj2019.03.0214,2025-11-25 04:49:07,9.0,True
1061,,"Greeley, CO",40°26´57˝ N,104°38´12˝ W,1427 m,sandy and fine sandy loam,,2012,Zea mays L.,80496,,,,0.43 g °C –1,https://doi.org/10.2134/agronj2019.03.0214,2025-11-25 04:49:07,9.0,True
1062,,"Greeley, CO",40°26´57˝ N,104°38´12˝ W,1427 m,sandy and fine sandy loam,,2013,Zea mays L.,77665,,,,0.43 g °C –1,https://doi.org/10.2134/agronj2019.03.0214,2025-11-25 04:49:07,9.0,True
1063,,"Greeley, CO",40°26´57˝ N,104°38´12˝ W,1427 m,sandy and fine sandy loam,,2015,Zea mays L.,82570,,,,0.43 g °C –1,https://doi.org/10.2134/agronj2019.03.0214,2025-11-25 04:49:07,9.0,True
1064,Low Stress (LS),"Golmekan, Iran",36°29'N,59°17'E,1176 m,sandy loam,,2011,Prunus persica L. (cv. Elberta),,,,,,https://doi.org/10.3389/fpls.2018.00003,2025-11-25 04:58:04,9.0,True
1065,Moderate Stress (MS),"Golmekan, Iran",36°29'N,59°17'E,1176 m,sandy loam,,2011,Prunus persica L. (cv. Elberta),,,,,,https://doi.org/10.3389/fpls.2018.00003,2025-11-25 04:58:04,9.0,True
1066,Severe Stress (SS),"Golmekan, Iran",36°29'N,59°17'E,1176 m,sandy loam,,2011,Prunus persica L. (cv. Elberta),,,,,,https://doi.org/10.3389/fpls.2018.00003,2025-11-25 04:58:04,9.0,True
1067,No Stress (NS),"Golmekan, Iran",36°29'N,59°17'E,1176 m,sandy loam,,2011,Prunus persica L. (cv. Elberta),,,,,,https://doi.org/10.3389/fpls.2018.00003,2025-11-25 04:58:04,9.0,True
1068,Fully irrigated,"Valu lui Traian, Dobrogea, Romania",,,,loamy,,2009-2011,Prunus persica (L.) Batsch,,,Higher yield compared to T2 and T3,,43-144 kg mm-1 of irrigation water,https://doi.org/10.2478/v10247-012-0099-2,2025-11-25 04:59:03,9.0,True
1069,Deficit irrigation,"Valu lui Traian, Dobrogea, Romania",,,,loamy,,2009-2011,Prunus persica (L.) Batsch,,,Higher yield compared to T3,,50-212 kg mm-1 of irrigation water,https://doi.org/10.2478/v10247-012-0099-2,2025-11-25 04:59:03,9.0,True
1070,Non-irrigated control,"Valu lui Traian, Dobrogea, Romania",,,,loamy,,2009-2011,Prunus persica (L.) Batsch,,,Lowest yield,,,https://doi.org/10.2478/v10247-012-0099-2,2025-11-25 04:59:03,9.0,True
1071,regulated deficit irrigation (RDI),"Alcamo D.O.C. area, Sicily, Italy",37.55011,13.07001,300 m,entisol,,2005,Nero d’Avola,,,2.41 kg/vine,,,https://doi.org/10.3390/plants10040641,2025-11-25 04:59:57,9.0,True
1072,regulated deficit irrigation (RDI),"Alcamo D.O.C. area, Sicily, Italy",37.55011,13.07001,300 m,vertisol,,2005,Nero d’Avola,,,3.36 kg/vine,,,https://doi.org/10.3390/plants10040641,2025-11-25 04:59:57,9.0,True
1073,rain-fed,"Alcamo D.O.C. area, Sicily, Italy",37.55011,13.07001,300 m,entisol,,2005,Nero d’Avola,,,2.68 kg/vine,,,https://doi.org/10.3390/plants10040641,2025-11-25 04:59:57,9.0,True
1074,rain-fed,"Alcamo D.O.C. area, Sicily, Italy",37.55011,13.07001,300 m,vertisol,,2005,Nero d’Avola,,,3.09 kg/vine,,,https://doi.org/10.3390/plants10040641,2025-11-25 04:59:57,9.0,True
1075,regulated deficit irrigation (RDI),"Alcamo D.O.C. area, Sicily, Italy",37.55011,13.07001,300 m,entisol,,2006,Nero d’Avola,,,2.41 kg/vine,,,https://doi.org/10.3390/plants10040641,2025-11-25 04:59:57,9.0,True
1076,regulated deficit irrigation (RDI),"Alcamo D.O.C. area, Sicily, Italy",37.55011,13.07001,300 m,vertisol,,2006,Nero d’Avola,,,3.36 kg/vine,,,https://doi.org/10.3390/plants10040641,2025-11-25 04:59:57,9.0,True
1077,rain-fed,"Alcamo D.O.C. area, Sicily, Italy",37.55011,13.07001,300 m,entisol,,2006,Nero d’Avola,,,2.68 kg/vine,,,https://doi.org/10.3390/plants10040641,2025-11-25 04:59:57,9.0,True
1078,rain-fed,"Alcamo D.O.C. area, Sicily, Italy",37.55011,13.07001,300 m,vertisol,,2006,Nero d’Avola,,,3.09 kg/vine,,,https://doi.org/10.3390/plants10040641,2025-11-25 04:59:57,9.0,True
1079,100% evapotranspiration (ETP),"Avignon, France",43.54,4.87,,,,May to August 2016,Solanum lycopersicum,1800,,average 2636 g plant−1 or 87 t ha−1,,25 to 29 kg m−3,https://doi.org/10.3389/fpls.2017.01725,2025-11-25 05:01:25,9.0,True
1080,Water deficit (60% ETP),"Avignon, France",43.54,4.87,,,,May to August 2016,Solanum lycopersicum,1800,,,,33 to 41 kg m−3,https://doi.org/10.3389/fpls.2017.01725,2025-11-25 05:01:25,9.0,True
1081,100% evapotranspiration (ETP),"Avignon, France",43.54,4.87,,,,May to August 2016,Solanum lycopersicum,18,,,,38 to 50 kg m−3,https://doi.org/10.3389/fpls.2017.01725,2025-11-25 05:01:25,9.0,True
1082,Water deficit (50% ETP),"Avignon, France",43.54,4.87,,,,May to August 2016,Solanum lycopersicum,18,,,,,https://doi.org/10.3389/fpls.2017.01725,2025-11-25 05:01:25,9.0,True
1083,Deficit Irrigation (100% ETc) with Manure,"University of Cape Coast, Ghana",,,,sandy clayey loam,,,Onion (Allium cepa L.),12,,71.9 g,,,https://doi.org/10.5937/PoljTeh2404054R,2025-11-25 05:04:02,9.0,True
1084,Deficit Irrigation (75% ETc) with Manure,"University of Cape Coast, Ghana",,,,sandy clayey loam,,,Onion (Allium cepa L.),12,,43.6 g,,0.21 g/mm,https://doi.org/10.5937/PoljTeh2404054R,2025-11-25 05:04:02,9.0,True
1085,Deficit Irrigation (50% ETc) with Manure,"University of Cape Coast, Ghana",,,,sandy clayey loam,,,Onion (Allium cepa L.),12,,39.5 g,,0.25 g/mm,https://doi.org/10.5937/PoljTeh2404054R,2025-11-25 05:04:02,9.0,True
1086,Deficit Irrigation (100% ETc) without Manure,"University of Cape Coast, Ghana",,,,sandy clayey loam,,,Onion (Allium cepa L.),12,,35.0 g,,0.11 g/mm,https://doi.org/10.5937/PoljTeh2404054R,2025-11-25 05:04:02,9.0,True
1087,Deficit Irrigation (75% ETc) without Manure,"University of Cape Coast, Ghana",,,,sandy clayey loam,,,Onion (Allium cepa L.),12,,25.8 g,,0.13 g/mm,https://doi.org/10.5937/PoljTeh2404054R,2025-11-25 05:04:02,9.0,True
1088,Deficit Irrigation (50% ETc) without Manure,"University of Cape Coast, Ghana",,,,sandy clayey loam,,,Onion (Allium cepa L.),12,,22.1 g,,0.14 g/mm,https://doi.org/10.5937/PoljTeh2404054R,2025-11-25 05:04:02,9.0,True
1089,,Región de Murcia,,,,,,,hortofrutícolas,,,ahorros significativos de agua de riego,,incremento de la eficiencia del uso de agua de riego,https://doi.org/10.3390/S22010228,2025-11-25 05:05:09,8.0,True
1090,Deficit Irrigation,Región de Murcia,,,,,,,cultivos hortofrutícolas,,,,,,https://doi.org/10.3390/S22010228,2025-11-25 05:05:09,8.0,True
1091,Riego Deficitario Controlado,Región de Murcia,,,,,,,cultivos hortofrutícolas,,,,,,https://doi.org/10.3390/S22010228,2025-11-25 05:05:09,8.0,True
1092,Desecación Parcial del Sistema Radicular,Región de Murcia,,,,,,,cultivos hortofrutícolas,,,,,,https://doi.org/10.3390/S22010228,2025-11-25 05:05:09,8.0,True
1093,Riego Deficitario Sostenido,Región de Murcia,,,,,,,cultivos hortofrutícolas,,,,,,https://doi.org/10.3390/S22010228,2025-11-25 05:05:09,8.0,True
1094,Double-line drip irrigation (DI) 100% of ETc,"Oued Souhil, Nabeul, Tunisia",32°37’03’’ N,10°42’22’’ E,25 m a.s.l.,sandy loam,0.26 ha,2023,"Washington Naval orange (Citrus sinensis L., Osbeck)",,,123.56 kg tree-1,2.5 m,6.80 kg m-3,https://doi.org/10.12911/22998993/200478,2025-11-25 05:12:21,9.0,True
1095,Deficit irrigation (DI) 75% of ETc,"Oued Souhil, Nabeul, Tunisia",32°37’03’’ N,10°42’22’’ E,25 m a.s.l.,sandy loam,0.26 ha,2023,"Washington Naval orange (Citrus sinensis L., Osbeck)",,,81.26 kg tree-1,2.5 m,5.14 kg m-3,https://doi.org/10.12911/22998993/200478,2025-11-25 05:12:21,9.0,True
1096,Deficit irrigation (DI) 50% of ETc,"Oued Souhil, Nabeul, Tunisia",32°37’03’’ N,10°42’22’’ E,25 m a.s.l.,sandy loam,0.26 ha,2023,"Washington Naval orange (Citrus sinensis L., Osbeck)",,,86.2 kg tree-1,2.5 m,6.31 kg m-3,https://doi.org/10.12911/22998993/200478,2025-11-25 05:12:21,9.0,True
