,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,valid
3287,Drip irrigation at 60% of ETc,"Research Farm of the Department of Vegetable Science, Punjab Agricultural University, Ludhiana",,,,,,2018-19,Muskmelon (Cucumis melo L.),,,168.80-171.30 q/ha,,11.59-13.42 q/ha-cm,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0,True
3288,,"Research Farm of the Department of Vegetable Science, Punjab Agricultural University, Ludhiana",,,,,,,Muskmelon (Cucumis melo L.),,,,,,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0,True
3305,Deficit Irrigation (DI) 75% ETC,"Technical Center of Potato and Artichoke CTPTA, Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Potato (Solanum tuberosum cv. Spunta),41667 plants ha-1,,,,,https://doi.org/10.1016/j.agwat.2006.02.008,2025-11-25 11:09:18,8.0,True
3306,Deficit Irrigation (DI) 100% ETC,"Technical Center of Potato and Artichoke CTPTA, Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Potato (Solanum tuberosum cv. Spunta),41667 plants ha-1,,,,,https://doi.org/10.1016/j.agwat.2006.02.008,2025-11-25 11:09:18,8.0,True
3307,Partial Root-Zone Drying Irrigation (PRD 50),"Technical Center of Potato and Artichoke CTPTA, Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Potato (Solanum tuberosum cv. Spunta),41667 plants ha-1,,,,,https://doi.org/10.1016/j.agwat.2006.02.008,2025-11-25 11:09:18,8.0,True
3317,Flood irrigation twice every week,"Training and Research Station of Agricultural and Veterinary of King Faisal University, Al-Ahsa, Saudi Arabia",25°16′14″ N,49°43′49″ E,150 m,sandy silt,3 × 4 m²,2016/2017 season,Chenopodium quinoa Willd (Chipaya cv.),30 plants per square meter,,2.00 megagram/hectare,,6921 m³/ha,https://doi.org/10.1016/S0378-3774(98)00069-9,2025-11-25 11:15:11,8.0,True
3318,Flood irrigation once every week,"Training and Research Station of Agricultural and Veterinary of King Faisal University, Al-Ahsa, Saudi Arabia",25°16′14″ N,49°43′49″ E,150 m,sandy silt,3 × 4 m²,2016/2017 season,Chenopodium quinoa Willd (Chipaya cv.),30 plants per square meter,,2.50 megagram/hectare,,3955 m³/ha,https://doi.org/10.1016/S0378-3774(98)00069-9,2025-11-25 11:15:11,8.0,True
3319,Flood irrigation once every two weeks,"Training and Research Station of Agricultural and Veterinary of King Faisal University, Al-Ahsa, Saudi Arabia",25°16′14″ N,49°43′49″ E,150 m,sandy silt,3 × 4 m²,2016/2017 season,Chenopodium quinoa Willd (Chipaya cv.),30 plants per square meter,,2.15 megagram/hectare,,1846 m³/ha,https://doi.org/10.1016/S0378-3774(98)00069-9,2025-11-25 11:15:11,8.0,True
3343,Full irrigation (100% crop evapotranspiration),"Raimat, Lleida, Spain",41°39′43″N,0°30′16″E,,silty loam,16 ha,2012,Chardonnay,1667 vines/ha,,7.1 to 8.5 kg/vine,,277 mm applied water,https://doi.org/10.1111/ajgw.12173,2025-11-25 11:25:45,9.0,True
3344,Regulated deficit irrigation (RDI-W),"Raimat, Lleida, Spain",41°39′43″N,0°30′16″E,,silty loam,16 ha,2012,Chardonnay,1667 vines/ha,,7.1 to 8.5 kg/vine,,235 mm applied water,https://doi.org/10.1111/ajgw.12173,2025-11-25 11:25:45,9.0,True
3345,Regulated deficit irrigation (RDI-BW),"Raimat, Lleida, Spain",41°39′43″N,0°30′16″E,,silty loam,16 ha,2012,Chardonnay,1667 vines/ha,,7.1 to 8.5 kg/vine,,221 mm applied water,https://doi.org/10.1111/ajgw.12173,2025-11-25 11:25:45,9.0,True
3346,Severe deficit irrigation (DI-W),"Raimat, Lleida, Spain",41°39′43″N,0°30′16″E,,silty loam,16 ha,2012,Chardonnay,1667 vines/ha,,7.1 to 8.5 kg/vine,,134 mm applied water,https://doi.org/10.1111/ajgw.12173,2025-11-25 11:25:45,9.0,True
3378,Full irrigation (100% of ETc),"Higher Agronomic Institute of Chott Mariem, Tunisia",35.91° N,10.55° E,19 m,sandy-clay,,"February 26, 2018 - June 18, 2018",Cicer Arietinum L. (Chickpea),12.5 plants/m2,,490.667 ± 16.61 kg/ha,36.767 ± 2.32 cm,"1,499 ± 0.05 kg/ha/mm",https://doi.org/10.36253/ijam-1261,2025-11-25 11:51:07,9.0,True
3379,Deficit irrigation (75% of ETc),"Higher Agronomic Institute of Chott Mariem, Tunisia",35.91° N,10.55° E,19 m,sandy-clay,,"February 26, 2018 - June 18, 2018",Cicer Arietinum L. (Chickpea),12.5 plants/m2,,414.667 ± 40.34 kg/ha,38.567 ± 2.93 cm,"1,689 ± 0.16 kg/ha/mm",https://doi.org/10.36253/ijam-1261,2025-11-25 11:51:07,9.0,True
3380,Deficit irrigation (50% of ETc),"Higher Agronomic Institute of Chott Mariem, Tunisia",35.91° N,10.55° E,19 m,sandy-clay,,"February 26, 2018 - June 18, 2018",Cicer Arietinum L. (Chickpea),12.5 plants/m2,,220.229 ± 51.13 kg/ha,36.233 ± 3.45 cm,"1,346 ± 0.31 kg/ha/mm",https://doi.org/10.36253/ijam-1261,2025-11-25 11:51:07,9.0,True
3381,Surface irrigation at 60% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 26, 2013",Phaseolus vulgaris L. cv. Akhtar,66 plants/m2,,3062 kg/ha,,0.32 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3382,Surface irrigation at 80% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 26, 2013",Phaseolus vulgaris L. cv. Akhtar,66 plants/m2,,3001 kg/ha,,0.33 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3383,Surface irrigation at 100% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 26, 2013",Phaseolus vulgaris L. cv. Akhtar,66 plants/m2,,3062 kg/ha,,0.33 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3384,Surface irrigation at 120% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 26, 2013",Phaseolus vulgaris L. cv. Akhtar,66 plants/m2,,3062 kg/ha,,0.32 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3385,Surface irrigation at 60% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 18, 2014",Phaseolus vulgaris L. cv. Akhtar,22 plants/m2,,2052 kg/ha,,0.21 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3386,Surface irrigation at 80% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 18, 2014",Phaseolus vulgaris L. cv. Akhtar,22 plants/m2,,1938 kg/ha,,0.25 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3387,Surface irrigation at 100% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 18, 2014",Phaseolus vulgaris L. cv. Akhtar,22 plants/m2,,2265 kg/ha,,0.21 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3388,Surface irrigation at 120% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 18, 2014",Phaseolus vulgaris L. cv. Akhtar,22 plants/m2,,3305 kg/ha,,0.33 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3389,Surface irrigation at 60% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 18, 2014",Phaseolus vulgaris L. cv. Akhtar,33 plants/m2,,1125 kg/ha,,0.16 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3390,Surface irrigation at 80% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 18, 2014",Phaseolus vulgaris L. cv. Akhtar,33 plants/m2,,1305 kg/ha,,0.18 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3391,Surface irrigation at 100% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 18, 2014",Phaseolus vulgaris L. cv. Akhtar,33 plants/m2,,1451 kg/ha,,0.20 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3392,Surface irrigation at 120% of potential evapotranspiration,"Badjgah region, Shiraz, Iran",29° 56' N,52° 02' E,1810 m,silty clay loam,,"May 18, 2014",Phaseolus vulgaris L. cv. Akhtar,33 plants/m2,,2185 kg/ha,,0.23 kg/m3,https://doi.org/10.1016/0378-4290(91)90040-3,2025-11-25 11:53:06,9.0,True
3395,Full irrigation,Mashhad,36°20'N,59°35'E,950,loam,,2019,quinoa (Chenopodium quinoa),,,367.7 g/m2,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3396,Cessation of irrigation in emergence stage,Neishabour,36°10'N,58°50'E,1250,loam,,2019,quinoa (Chenopodium quinoa),,,176.21 g/m2,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3397,Cessation of irrigation in stem elongation stage,Mashhad,36°20'N,59°35'E,950,loam,,2019,quinoa (Chenopodium quinoa),,,357.2 g/m2,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3398,Cessation of irrigation in flowering stage,Mashhad,36°20'N,59°35'E,950,loam,,2019,quinoa (Chenopodium quinoa),,,344.6 g/m2,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3399,Cessation of irrigation in seed setting stage,Neishabour,36°10'N,58°50'E,1250,loam,,2019,quinoa (Chenopodium quinoa),,,4.18%,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3400,Full irrigation,Mashhad,36°20'N,59°35'E,950,loam,,2019,quinoa (Chenopodium quinoa),,,5.83%,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3401,Cessation of irrigation in stem elongation stage,Mashhad,36°20'N,59°35'E,950,loam,,2019,quinoa (Chenopodium quinoa),,,5.91%,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3402,Cessation of irrigation in flowering stage,Mashhad,36°20'N,59°35'E,950,loam,,2019,quinoa (Chenopodium quinoa),,,5.76%,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3403,Cessation of irrigation in seed setting stage,Neishabour,36°10'N,58°50'E,1250,loam,,2019,quinoa (Chenopodium quinoa),,,4.18%,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3404,Cessation of irrigation in emergence stage,Neishabour,36°10'N,58°50'E,1250,loam,,2019,quinoa (Chenopodium quinoa),,,17.59%,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3405,Cessation of irrigation in flowering stage,Neishabour,36°10'N,58°50'E,1250,loam,,2019,quinoa (Chenopodium quinoa),,,18.14%,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3406,Cessation of irrigation in seed setting stage,Neishabour,36°10'N,58°50'E,1250,loam,,2019,quinoa (Chenopodium quinoa),,,19.09%,,,https://doi.org/10.36253/ijam-1136,2025-11-25 12:00:52,9.0,True
3407,Deficit irrigation (75% ETc),"Cadreita, Navarre, Spain",42º12'34.75''N,1º43'1.08''W,267m,,,2009,Processing tomato,200,Increase in soluble solids (8.4%) and Hunter a/b ratio (2.4%),Reduction in marketable production of 16.4%,,Reduction of water use of 28.2% compared to standard irrigation (100% ETc),https://doi.org/10.1016/j.scienta.2015.12.051,2025-11-25 12:02:16,9.0,True
3422,Drip irrigation,"Khulna University, Bangladesh",22°47' N,89°34' E,,clay,2.5m x 2.0m,2020-11-12,Tomato,,,"28% higher in 2020, 22% higher in 2021 compared to furrow irrigation",99.2 cm,"75.4% higher in 2020, 69% higher in 2021 compared to furrow irrigation with 0 kPa soil moisture regime",https://doi.org/10.1007/s40710-023-00624-z,2025-11-25 12:08:24,9.0,True
3423,Drip irrigation,"Khulna University, Bangladesh",22°47' N,89°34' E,,clay,2.5m x 2.0m,2021-11-09,Tomato,,,"28% higher in 2020, 22% higher in 2021 compared to furrow irrigation",99.2 cm,"75.4% higher in 2020, 69% higher in 2021 compared to furrow irrigation with 0 kPa soil moisture regime",https://doi.org/10.1007/s40710-023-00624-z,2025-11-25 12:08:24,9.0,True
3424,Furrow irrigation,"Khulna University, Bangladesh",22°47' N,89°34' E,,clay,2.5m x 2.0m,2020-11-12,Tomato,,,,,,https://doi.org/10.1007/s40710-023-00624-z,2025-11-25 12:08:24,9.0,True
3425,Furrow irrigation,"Khulna University, Bangladesh",22°47' N,89°34' E,,clay,2.5m x 2.0m,2021-11-09,Tomato,,,,,,https://doi.org/10.1007/s40710-023-00624-z,2025-11-25 12:08:24,9.0,True
3426,,"Khulna University, Bangladesh",22°47' N,89°34' E,,clay,2.5m x 2.0m,2020-11-12,Tomato,,,,,,https://doi.org/10.1007/s40710-023-00624-z,2025-11-25 12:08:24,9.0,True
3427,,"Khulna University, Bangladesh",22°47' N,89°34' E,,clay,2.5m x 2.0m,2021-11-09,Tomato,,,,,,https://doi.org/10.1007/s40710-023-00624-z,2025-11-25 12:08:24,9.0,True
3432,Drip irrigation (100% ET0),"Yang Ling County, Shaanxi Province, China",34°20′ N,108°04′ E,521 m,heavy loam,570 m2,21-Mar-2012,"Tomato (Solanum lycopersicum Mill., cv. ‘Jinpeng 10’)",78,,95.8 tons ha−1,,,https://doi.org/10.1038/s41598-017-00373-8,2025-11-25 12:13:25,9.0,True
3433,Drip irrigation (75% ET0),"Yang Ling County, Shaanxi Province, China",34°20′ N,108°04′ E,521 m,heavy loam,570 m2,3-Sep-2012,"Tomato (Solanum lycopersicum Mill., cv. ‘Jinpeng 10’)",78,,,,7.25% higher than W1F1 treatment,https://doi.org/10.1038/s41598-017-00373-8,2025-11-25 12:13:25,9.0,True
3434,Drip irrigation (50% ET0),"Yang Ling County, Shaanxi Province, China",34°20′ N,108°04′ E,521 m,heavy loam,570 m2,31-Mar-2013,"Tomato (Solanum lycopersicum Mill., cv. ‘Jinpeng 10’)",78,,,,,https://doi.org/10.1038/s41598-017-00373-8,2025-11-25 12:13:25,9.0,True
3435,"Drip fertigation (75% ET0, N240−P2O5120−K2O150 kg ha−1)","Yang Ling County, Shaanxi Province, China",34°20′ N,108°04′ E,521 m,heavy loam,570 m2,,"Tomato (Solanum lycopersicum Mill., cv. ‘Jinpeng 10’)",78,,,,,https://doi.org/10.1038/s41598-017-00373-8,2025-11-25 12:13:25,9.0,True
3436,"Drip fertigation (100% ET0, N240−P2O5120−K2O150 kg ha−1)","Yang Ling County, Shaanxi Province, China",34°20′ N,108°04′ E,521 m,heavy loam,570 m2,,"Tomato (Solanum lycopersicum Mill., cv. ‘Jinpeng 10’)",78,,,,,https://doi.org/10.1038/s41598-017-00373-8,2025-11-25 12:13:25,9.0,True
3437,"Drip fertigation (75% ET0, N180−P2O590−K2O112.5 kg ha−1)","Yang Ling County, Shaanxi Province, China",34°20′ N,108°04′ E,521 m,heavy loam,570 m2,,"Tomato (Solanum lycopersicum Mill., cv. ‘Jinpeng 10’)",78,,,,,https://doi.org/10.1038/s41598-017-00373-8,2025-11-25 12:13:25,9.0,True
3438,"Drip fertigation (75% ET0, N120−P2O560−K2O75 kg ha−1)","Yang Ling County, Shaanxi Province, China",34°20′ N,108°04′ E,521 m,heavy loam,570 m2,,"Tomato (Solanum lycopersicum Mill., cv. ‘Jinpeng 10’)",78,,,,,https://doi.org/10.1038/s41598-017-00373-8,2025-11-25 12:13:25,9.0,True
3463,,South Korea,,,,sandy loam,,2017-06-05,Soybean,,100-kernel weight higher under groundwater level 40 cm than 20 cm,Dry weight 504.6g at sandy loam 20 cm,Height of the first pod 10.51 cm at sandy loam 20 cm,Water use efficiency 0.081 g mL-1 at sandy loam 20 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3464,,South Korea,,,,sandy loam,,2017-06-05,Soybean,,100-kernel weight higher under groundwater level 40 cm than 20 cm,Dry weight 427.9g at sandy loam 40 cm,Height of the first pod 6.10 cm at sandy loam 40 cm,Water use efficiency 0.115 g mL-1 at sandy loam 40 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3465,,South Korea,,,,clay loam,,2017-06-05,Soybean,,100-kernel weight higher under groundwater level 40 cm than 20 cm,Dry weight 314.3g at clay loam 20 cm,Height of the first pod 15.05 cm at clay loam 20 cm,Water use efficiency 0.058 g mL-1 at clay loam 20 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3466,,South Korea,,,,clay loam,,2017-06-05,Soybean,,100-kernel weight higher under groundwater level 40 cm than 20 cm,Dry weight 682.2g at clay loam 40 cm,Height of the first pod 15.05 cm at clay loam 40 cm,Water use efficiency 0.131 g mL-1 at clay loam 40 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3467,,South Korea,,,,sandy loam,,2017-06-05,Sorghum,,1000-kernel weight 27.9g at sandy loam 20 cm,Dry weight 355.1g at sandy loam 20 cm,Stem length 84.0 cm at sandy loam 20 cm,Water use efficiency 0.099 g mL-1 at sandy loam 20 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3468,,South Korea,,,,sandy loam,,2017-06-05,Sorghum,,1000-kernel weight 28.2g at sandy loam 40 cm,Dry weight 163g at sandy loam 40 cm,Stem length 83.3 cm at sandy loam 40 cm,Water use efficiency 0.052 g mL-1 at sandy loam 40 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3469,,South Korea,,,,clay loam,,2017-06-05,Sorghum,,1000-kernel weight 27.0g at clay loam 20 cm,Dry weight 216.8g at clay loam 20 cm,Stem length 80.3 cm at clay loam 20 cm,Water use efficiency 0.054 g mL-1 at clay loam 20 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3470,,South Korea,,,,clay loam,,2017-06-05,Sorghum,,1000-kernel weight 26.3g at clay loam 40 cm,Dry weight 95.5g at clay loam 40 cm,Stem length 81.2 cm at clay loam 40 cm,Water use efficiency 0.039 g mL-1 at clay loam 40 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3471,,South Korea,,,,sandy loam,,2017-06-05,Sesame,,1000-kernel weight 2.873g at sandy loam 20 cm,Dry weight 69.4g at sandy loam 20 cm,Stem length 165.9 cm at sandy loam 20 cm,Water use efficiency 0.019 g mL-1 at sandy loam 20 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3472,,South Korea,,,,sandy loam,,2017-06-05,Sesame,,1000-kernel weight 3.016g at sandy loam 40 cm,Dry weight 137.7g at sandy loam 40 cm,Stem length 186.7 cm at sandy loam 40 cm,Water use efficiency 0.042 g mL-1 at sandy loam 40 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3473,,South Korea,,,,clay loam,,2017-06-05,Sesame,,1000-kernel weight 3.0g at clay loam 20 cm,Dry weight 134.5g at clay loam 20 cm,Stem length 183.2 cm at clay loam 20 cm,Water use efficiency 0.033 g mL-1 at clay loam 20 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3474,,South Korea,,,,clay loam,,2017-06-05,Sesame,,1000-kernel weight 2.858g at clay loam 40 cm,Dry weight 87.1g at clay loam 40 cm,Stem length 184.1 cm at clay loam 40 cm,Water use efficiency 0.024 g mL-1 at clay loam 40 cm,https://doi.org/10.7745/KJSSF.2018.51.4.339,2025-11-25 12:23:37,8.0,True
3543,Deficit irrigation,Utah,,,,,,2025-05-13,alfalfa,,,280 AFY,,,https://doi.org/10.1007/s00271-021-00721-7,2025-11-25 13:00:56,8.0,True
3544,,Utah,,,,,,2025-05-13,corn,,,,,,https://doi.org/10.1007/s00271-021-00721-7,2025-11-25 13:00:56,8.0,True
3545,,Utah,,,,,,2025-05-13,,,,,,,https://doi.org/10.1007/s00271-021-00721-7,2025-11-25 13:00:56,8.0,True
3651,Fully-irrigated,"Bushland, Texas",35.187 °N,102.097 °W,1170 m,,,2000,Cotton,,,,,,https://doi.org/10.1016/j.compag.2020.105679,2025-11-25 13:36:54,8.0,True
3652,Deficit-irrigated,"Bushland, Texas",35.187 °N,102.097 °W,1170 m,,,2000,Cotton,,,,,,https://doi.org/10.1016/j.compag.2020.105679,2025-11-25 13:36:54,8.0,True
3653,Dryland,"Bushland, Texas",35.187 °N,102.097 °W,1170 m,,,2000,Cotton,,,,,,https://doi.org/10.1016/j.compag.2020.105679,2025-11-25 13:36:54,8.0,True
3654,Fully-irrigated,"Bushland, Texas",35.187 °N,102.097 °W,1170 m,,,2001,Cotton,,,,,,https://doi.org/10.1016/j.compag.2020.105679,2025-11-25 13:36:54,8.0,True
3655,Deficit-irrigated,"Bushland, Texas",35.187 °N,102.097 °W,1170 m,,,2001,Cotton,,,,,,https://doi.org/10.1016/j.compag.2020.105679,2025-11-25 13:36:54,8.0,True
3656,Dryland,"Bushland, Texas",35.187 °N,102.097 °W,1170 m,,,2001,Cotton,,,,,,https://doi.org/10.1016/j.compag.2020.105679,2025-11-25 13:36:54,8.0,True
3657,Fully-irrigated,"Bushland, Texas",35.187 °N,102.097 °W,1170 m,,,2008,Cotton,,,,,,https://doi.org/10.1016/j.compag.2020.105679,2025-11-25 13:36:54,8.0,True
3658,Dryland,"Bushland, Texas",35.187 °N,102.097 °W,1170 m,,,2008,Cotton,,,,,,https://doi.org/10.1016/j.compag.2020.105679,2025-11-25 13:36:54,8.0,True
3668,Full Irrigation,"Cele Oasis, Xinjiang, China",36°54′ N,80°37′ E,,sandy soil,,1960-2019,Gossypium hirsutum L.,,,3.77 Mg ha−1,,6.13 kg ha−1 mm−1,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0,True
3669,Deficit Irrigation (Irr700),"Cele Oasis, Xinjiang, China",36°54′ N,80°37′ E,,sandy soil,,1960-2019,Gossypium hirsutum L.,,,4.11 Mg ha−1,,6.68 kg ha−1 mm−1,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0,True
3670,Deficit Irrigation (Irr750),"Cele Oasis, Xinjiang, China",36°54′ N,80°37′ E,,sandy soil,,1960-2019,Gossypium hirsutum L.,,,4.54 Mg ha−1,,7.61 kg ha−1 mm−1,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0,True
3671,Deficit Irrigation (Irr550),"Cele Oasis, Xinjiang, China",36°54′ N,80°37′ E,,sandy soil,,1960-2019,Gossypium hirsutum L.,,,3.93 Mg ha−1,,6.63 kg ha−1 mm−1,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0,True
3672,Deficit Irrigation (Irr500),"Cele Oasis, Xinjiang, China",36°54′ N,80°37′ E,,sandy soil,,1960-2019,Gossypium hirsutum L.,,,3.77 Mg ha−1,,6.13 kg ha−1 mm−1,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0,True
3673,Deficit Irrigation (Irr400),"Cele Oasis, Xinjiang, China",36°54′ N,80°37′ E,,sandy soil,,1960-2019,Gossypium hirsutum L.,,,3.53 Mg ha−1,,5.80 kg ha−1 mm−1,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0,True
3674,Deficit Irrigation (Irr350),"Cele Oasis, Xinjiang, China",36°54′ N,80°37′ E,,sandy soil,,1960-2019,Gossypium hirsutum L.,,,2.67 Mg ha−1,,4.28 kg ha−1 mm−1,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0,True
3675,,"Cele Oasis, Xinjiang, China",36°54′ N,80°37′ E,,sandy soil,,1960-2019,Gossypium hirsutum L.,,,,,,https://doi.org/10.1016/j.agwat.2020.106672,2025-11-25 13:42:02,9.0,True
3690,,South Africa,,,,,,,,,,,,,http://dx.doi.org/10.4314/wsa.v37i5.12,2025-11-25 13:51:21,9.0,True
3691,Deficit Irrigation,Vaalharts,,,,fine sandy loams,,,maize,,,,,,http://dx.doi.org/10.4314/wsa.v37i5.12,2025-11-25 13:51:21,9.0,True
3692,Deficit Irrigation,Vaalharts,,,,fine sandy loams,,,wheat,,,,,,http://dx.doi.org/10.4314/wsa.v37i5.12,2025-11-25 13:51:21,9.0,True
3693,Regulated Deficit Irrigation,,,,,,,,grapevines,,,,,,http://dx.doi.org/10.4314/wsa.v37i5.12,2025-11-25 13:51:21,9.0,True
3694,Partial Root Zone Drying,,,,,,,,grapevines,,,,,,http://dx.doi.org/10.4314/wsa.v37i5.12,2025-11-25 13:51:21,9.0,True
3695,Deficit High-Frequency Irrigation,,,,,,,,sugarbeet,,,,,,http://dx.doi.org/10.4314/wsa.v37i5.12,2025-11-25 13:51:21,9.0,True
3817,,Anyang,36.12° N,114.37° E,,loamy sand,120000 ha,1970-2009,wheat,,,64.2 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
3818,,Anyang,36.12° N,114.37° E,,loamy sand,120000 ha,1970-2009,maize,,,96 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
3819,,Baoding,38.85° N,115.52° E,,silt loam,189000 ha,1970-2009,wheat,,,66.1 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
3820,,Baoding,38.85° N,115.52° E,,silt loam,189000 ha,1970-2009,maize,,,80 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
3821,,Beijing,39.93° N,116.28° E,,loam-silt loam,160000 ha,1970-2009,wheat,,,73.4 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
3822,,Beijing,39.93° N,116.28° E,,loam-silt loam,160000 ha,1970-2009,maize,,,80 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
3823,,Dezhou,37.43° N,116.32° E,,silt loam-clay,150000 ha,1970-2009,wheat,,,65.3 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
3824,,Dezhou,37.43° N,116.32° E,,silt loam-clay,150000 ha,1970-2009,maize,,,100 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
3825,,Huimin,37.50° N,117.53° E,,silt loam-silty clay,157000 ha,1970-2009,wheat,,,89.8 kg ha−1,,,https://doi.org/10.1016/j.agwat.2010.01.008,2025-11-25 14:21:27,8.0,True
