,altitude_numeric,latitude_decimal_degrees,longitude_decimal_degrees,plant_yield_kg_per_hectare,water_productivity_kg_per_m^3
1971,52.1,25.9833,85.6667,86091.8565,10.760971069335938
1972,52.1,25.9833,85.6667,94256.5215,10.760971069335938
1973,52.1,25.9833,85.6667,78380.784,10.760971069335938
1974,52.1,25.9833,85.6667,74117.0145,10.760971069335938
1975,52.1,25.9833,85.6667,93893.6475,10.760971069335938
1976,52.1,25.9833,85.6667,89902.03349999999,10.760971069335938
1977,52.1,25.9833,85.6667,71849.052,10.760971069335938
1978,52.1,25.9833,85.6667,86091.8565,10.760971069335938
1979,52.1,25.9833,85.6667,94256.5215,10.760971069335938
1980,52.1,25.9833,85.6667,78380.784,10.760971069335938
1981,52.1,25.9833,85.6667,74117.0145,10.760971069335938
1982,52.1,25.9833,85.6667,93893.6475,10.760971069335938
1983,52.1,25.9833,85.6667,89902.03349999999,10.760971069335938
1984,52.1,25.9833,85.6667,71849.052,10.760971069335938
1985,52.1,25.9833,85.6667,86091.8565,10.760971069335938
1986,52.1,25.9833,85.6667,94256.5215,10.760971069335938
1987,52.1,25.9833,85.6667,78380.784,10.760971069335938
1988,52.1,25.9833,85.6667,74117.0145,10.760971069335938
1989,52.1,25.9833,85.6667,93893.6475,10.760971069335938
1990,52.1,25.9833,85.6667,89902.03349999999,10.760971069335938
1991,52.1,25.9833,85.6667,71849.052,10.760971069335938
1992,52.1,25.9833,85.6667,86091.8565,10.760971069335938
1993,52.1,25.9833,85.6667,94256.5215,10.760971069335938
1994,52.1,25.9833,85.6667,78380.784,10.760971069335938
1995,52.1,25.9833,85.6667,74117.0145,10.760971069335938
1996,52.1,25.9833,85.6667,93893.6475,10.760971069335938
1997,52.1,25.9833,85.6667,89902.03349999999,10.760971069335938
1998,52.1,25.9833,85.6667,71849.052,10.760971069335938
1999,52.1,25.9833,85.6667,86091.8565,10.760971069335938
2000,52.1,25.9833,85.6667,94256.5215,10.760971069335938
2001,52.1,25.9833,85.6667,71849.052,10.760971069335938
2002,52.1,25.9833,85.6667,86091.8565,10.760971069335938
2003,52.1,25.9833,85.6667,94256.5215,10.760971069335938
2004,52.1,25.9833,85.6667,71849.052,10.760971069335938
2005,52.1,25.9833,85.6667,86091.8565,10.760971069335938
2006,52.1,25.9833,85.6667,94256.5215,10.760971069335938
2007,52.1,25.9833,85.6667,78380.784,10.760971069335938
2008,52.1,25.9833,85.6667,74117.0145,10.760971069335938
2009,52.1,25.9833,85.6667,93893.6475,10.760971069335938
2010,52.1,25.9833,85.6667,89902.03349999999,10.760971069335938
2011,52.1,25.9833,85.6667,71849.052,10.760971069335938
2012,52.1,25.9833,85.6667,86091.8565,10.760971069335938
2013,52.1,25.9833,85.6667,94256.5215,10.760971069335938
2014,101.0,-8.1625,113.71616666666668,2482.965345,1.92
2015,101.0,-8.162528,113.71616666666668,2463.91446,1.47
2016,101.0,-8.162528,113.71616666666668,2425.81269,2.3
2017,101.0,-8.162528,113.71616666666668,2140.049415,2.75
2096,101.0,-8.162528,113.71616666666668,2482.965345,1.92
2097,101.0,-8.1625,113.71616666666668,2463.91446,1.47
2098,101.0,-8.162528,113.71616666666668,2425.81269,1.96
2099,101.0,-8.162528,113.71616666666668,2140.049415,2.75
2100,101.0,-8.1625,113.71616666666668,2482.965345,1.92
2101,101.0,-8.162528,113.71616666666668,2463.91446,1.47
2102,101.0,-8.1625,113.71616666666668,2425.81269,2.3
2103,101.0,-8.162528,113.71616666666668,2140.049415,2.75
2104,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
2105,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
2106,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
2107,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
2108,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
2109,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
2110,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
2111,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
2112,454.0,19.5,76.0,2921.0,0.8085
2113,454.0,19.5,76.0,3079.0,0.833
2114,454.0,19.5,76.0,3045.0,0.8216
2115,454.0,19.5,76.0,2989.0,0.7498
2116,454.0,19.5,76.0,3083.0,0.7787000000000001
2117,454.0,19.5,76.0,3221.0,0.8003
2118,454.0,19.5,76.0,3138.0,0.723
2119,454.0,19.5,76.0,2833.0,0.8484999999999999
2120,101.0,-8.1625,113.71616666666668,2482.965345,1.92
2121,101.0,-8.162528,113.71616666666668,2463.91446,1.47
2122,101.0,-8.162528,113.71616666666668,2425.81269,2.3
2123,101.0,-8.162528,113.71616666666668,2140.049415,2.75
2124,1170.0,35.18333333333333,-102.1,11283.0,1.345
2125,1170.0,35.18333333333333,-102.1,13195.0,1.376
2126,1170.0,35.18333333333333,-102.1,813.0,0.216
2127,1170.0,35.18333333333333,-102.1,4829.0,1.251
2128,101.0,-8.162528,113.71616666666668,2482.965345,1.92
2129,101.0,-8.162528,113.71616666666668,2463.91446,1.47
2130,101.0,-8.1625,113.71616666666668,2425.81269,2.3
2131,101.0,-8.162528,113.71616666666668,2140.049415,2.75
2132,101.0,-8.1625,113.71616666666668,2482.965345,1.92
2133,101.0,-8.1625,113.71616666666668,2463.91446,1.47
2134,101.0,-8.162528,113.71616666666668,2425.81269,2.3
2135,101.0,-8.1625,113.71616666666668,2140.049415,2.75
2136,101.0,-8.162528,113.71616666666668,2482.965345,1.92
2137,101.0,-8.1625,113.71616666666668,2463.91446,1.47
2138,101.0,-8.1625,113.71616666666668,2425.81269,2.3
2139,101.0,-8.162528,113.71616666666668,2140.049415,2.75
2140,101.0,-8.162528,113.71616666666668,2482.965345,1.92
2141,101.0,-8.1625,113.71616666666668,2463.91446,1.47
2142,101.0,-8.162528,113.71616666666668,2425.81269,2.3
2143,101.0,-8.162528,113.71616666666668,2140.049415,2.75
2146,178.0,-35.1,147.35,2113.74105,0.53
2147,178.0,-35.1,147.35,2775.9861,0.45
2148,178.0,-35.1,147.35,3120.7164,0.4599999999999999
2149,178.0,-35.1,147.35,4544.99685,0.55
2150,178.0,-35.1,147.35,2576.4054,0.49
2151,178.0,-35.1,147.35,2866.7046,0.43
2152,178.0,-35.1,147.35,3193.2912,0.4599999999999999
2153,178.0,-35.1,147.35,4445.2065,0.5599999999999999
2154,178.0,-35.1,147.35,1623.86115,0.37
2155,178.0,-35.1,147.35,1796.2262999999998,0.32
2156,178.0,-35.1,147.35,2177.244,0.37
2157,178.0,-35.1,147.35,2694.33945,0.4
2158,271.0,7.466666666666667,4.56667,2821.34535,0.595
2159,271.0,7.46667,4.56667,2558.2617,0.609
2160,271.0,7.46667,4.56667,2104.6692,0.511
2161,271.0,7.46667,4.56667,1642.00485,0.389
2162,271.0,7.46667,4.56667,2095.59735,0.466
2163,271.0,7.46667,4.56667,1378.9212,0.3
2164,271.0,7.46667,4.56667,988.83165,0.2259999999999999
2165,271.0,7.46667,4.56667,1124.9094,0.274
2166,271.0,7.46667,4.566666666666666,635.0294999999999,0.193
2167,271.0,7.466666666666667,4.56667,635.0294999999999,0.251
2168,179.0,-35.1,147.4,2113.74105,0.53
2169,179.0,-35.1,147.4,2775.9861,0.45
2170,179.0,-35.1,147.4,3120.7164,0.4599999999999999
2171,179.0,-35.1,147.4,4544.99685,0.55
2172,179.0,-35.1,147.4,2576.4054,0.49
2173,179.0,-35.1,147.4,2866.7046,0.43
2174,179.0,-35.1,147.4,3193.2912,0.4599999999999999
2175,179.0,-35.1,147.4,4445.2065,0.5599999999999999
2176,179.0,-35.1,147.4,1623.86115,0.37
2177,179.0,-35.1,147.4,1796.2262999999998,0.32
2178,179.0,-35.1,147.4,2177.244,0.37
2179,179.0,-35.1,147.4,2694.33945,0.4
2180,178.0,-35.1,147.35,2113.74105,0.53
2181,178.0,-35.1,147.35,2775.9861,0.45
2182,178.0,-35.1,147.35,3120.7164,0.4599999999999999
2183,178.0,-35.1,147.35,4544.99685,0.55
2184,178.0,-35.1,147.35,2576.4054,0.49
2185,178.0,-35.1,147.35,2866.7046,0.43
2186,178.0,-35.1,147.35,3193.2912,0.4599999999999999
2187,178.0,-35.1,147.35,4445.2065,0.5599999999999999
2188,178.0,-35.1,147.35,1623.86115,0.37
2189,178.0,-35.1,147.35,1796.2262999999998,0.32
2190,178.0,-35.1,147.35,2177.244,0.37
2191,178.0,-35.1,147.35,2694.33945,0.4
2192,539.0,-22.7383,-47.6509,3300.0,0.61
2193,539.0,-22.7383,-47.6509,4400.0,0.88
2194,539.0,-22.7383,-47.6509,3400.0,0.83
2195,539.0,-22.7383,-47.6509,3500.0,0.97
2196,539.0,-22.7383,-47.6509,3000.0,0.96
2197,539.0,-22.7383,-47.6509,2600.0,0.94
2198,539.0,-22.7383,-47.6509,2300.0,0.99
2199,539.0,-22.7383,-47.6509,2200.0,1.17
2200,100.0,40.18333333333333,29.066666666666663,4004.0,0.49
2201,100.0,40.18333333333333,29.066666666666663,3910.0,0.51
2202,100.0,40.18333333333333,29.066666666666663,3889.0,0.52
2203,100.0,40.18333333333333,29.066666666666663,3798.0,0.54
2204,100.0,40.18333333333333,29.066666666666663,3793.0,0.5
2205,100.0,40.18333333333333,29.066666666666663,3528.0,0.5
2206,100.0,40.18333333333333,29.066666666666663,3174.0,0.47
2207,100.0,40.18333333333333,29.066666666666663,3687.0,0.48
2208,100.0,40.18333333333333,29.066666666666663,3385.0,0.47
2209,100.0,40.18333333333333,29.066666666666663,3095.0,0.47
2210,100.0,40.18333333333333,29.066666666666663,3554.0,0.47
2211,100.0,40.18333333333333,29.066666666666663,3256.0,0.44
2212,100.0,40.18333333333333,29.066666666666663,2932.0,0.42
2213,100.0,40.18333333333333,29.066666666666663,1974.0,0.56
2214,380.0,50.016666666666666,23.75,4263.7695,8.823047637939453
2215,380.0,50.016666666666666,23.75,4263.7695,8.823047637939453
2216,380.0,50.016666666666666,23.75,22679.625,9.825804710388184
2217,380.0,50.016666666666666,23.75,22679.625,9.825804710388184
2218,380.0,50.016666666666666,23.75,3175.1475,9.047075271606445
2219,380.0,50.016666666666666,23.75,3175.1475,9.047075271606445
2220,150.0,49.0,32.0,4354.487999999999,8.823047637939453
2221,42.0,34.310707,-79.747591,1044.0,0.16
2222,42.0,34.310707,-79.747591,1084.0,0.1699999999999999
2223,42.0,34.310707,-79.747591,1084.0,0.1699999999999999
2224,42.0,34.310707,-79.747591,1318.0,0.13
2225,42.0,34.310707,-79.747591,1274.0,0.13
2226,600.0,33.333333333333336,36.43333333333333,4500.0,0.588
2227,600.0,33.333333333333336,36.43333333333333,4827.0,0.593
2228,600.0,33.333333333333336,36.43333333333333,3091.1,0.513
2229,600.0,33.333333333333336,36.43333333333333,3133.4,0.492
2230,600.0,33.333333333333336,36.43333333333333,3068.3,0.539
2231,600.0,33.333333333333336,36.43333333333333,2412.1,0.375
2232,1139.0,25.5325,103.4325,2540.1179999999995,0.42
2233,1139.0,25.5325,103.4325,1814.37,0.36
2234,1139.0,25.5325,103.4325,2993.7105,0.585
2235,1139.0,25.5325,103.4325,1905.0885,0.45
2236,1139.0,25.5325,103.4325,2449.3995,0.43
2237,1139.0,25.5325,103.4325,2630.8365,0.48
2238,1139.0,25.5325,103.4325,2267.9625,0.53
2239,1139.0,25.5325,-103.4325,8210.0,0.707
2240,1139.0,25.5325,-103.4325,6190.0,0.612
2241,1139.0,25.5325,-103.4325,8670.0,0.897
2242,1139.0,25.5325,-103.4325,5300.0,0.61
2243,1139.0,25.5325,-103.4325,7140.0,0.767
2244,1139.0,25.5325,-103.4325,7370.0,0.945
2245,1139.0,25.5325,-103.4325,5890.0,0.83
2246,81.0,40.766666666666666,8.483333333333333,1701.0,9.08986759185791
2247,32.0,33.7,-90.91666666666669,1779.0,0.1379999999999999
2248,32.0,33.7,-90.91666666666669,2028.0,0.1379999999999999
2249,32.0,33.7,-90.91666666666669,1803.0,0.27
2250,32.0,33.7,-90.91666666666669,2082.0,0.27
2251,32.0,33.7,-90.91666666666669,1573.0,8.594532012939453
2252,32.0,33.7,-90.91666666666669,1788.0,8.594532012939453
2253,32.0,33.7,-90.91666666666669,1779.0,0.1379999999999999
2254,32.0,33.7,-90.91666666666669,2028.0,0.1379999999999999
2255,32.0,33.7,-90.91666666666669,1803.0,0.27
2256,32.0,33.7,-90.91666666666669,2082.0,0.27
2257,32.0,33.7,-90.91666666666669,1573.0,8.594532012939453
2258,32.0,33.7,-90.91666666666669,1788.0,8.594532012939453
2259,96.0,35.232,-71.442,11984.0,4.26
2260,96.0,35.232,-71.442,10917.0,4.64
2261,96.0,35.232,-71.442,7998.0,3.73
2262,96.0,35.232,-71.442,7305.0,3.68
2263,42.0,37.41666666666666,-5.95,2812.2735,8.916229248046875
2264,42.0,37.41666666666666,-5.95,1723.6514999999995,8.916229248046875
2265,42.0,37.41666666666666,-5.95,3084.429,8.916229248046875
2266,42.0,37.41666666666666,-5.95,16601.4855,9.768288612365723
2267,42.0,37.41666666666666,-5.95,13154.1825,8.946345329284668
2268,42.0,37.41666666666666,-5.95,15694.3005,9.768288612365723
2269,42.0,37.41666666666666,-5.95,13426.338,8.946345329284668
2270,42.0,37.41666666666666,-5.95,11067.657,8.946345329284668
2271,42.0,37.41666666666666,-5.95,8618.2575,8.733600616455078
2272,42.0,37.41666666666666,-5.95,12519.153,8.946345329284668
2273,42.0,37.41666666666666,-5.95,9525.4425,8.733600616455078
2274,81.0,44.8153318,20.4456588,67131.69,83.6
2275,81.0,44.8153318,20.4456588,67585.2825,47.6
2276,81.0,44.8153318,20.4456588,50711.6415,63.2
2277,81.0,44.8153318,20.4456588,53523.91499999999,47.4
2278,110.0,40.18333333333333,29.066666666666663,101287.20525,21.2
2279,110.0,40.18333333333333,29.066666666666663,95708.0175,22.4
2280,110.0,40.18333333333333,29.066666666666663,61997.0229,16.3
2281,110.0,40.18333333333333,29.066666666666663,100552.3854,21.2
2282,110.0,40.18333333333333,29.066666666666663,88804.33965,20.6
2283,110.0,40.18333333333333,29.066666666666663,61107.9816,16.1
2284,97.0,36.36666666666667,33.916666666666664,62051.454,28.3
2285,97.0,36.36666666666667,33.916666666666664,95708.0175,32.2
2286,97.0,36.36666666666667,33.916666666666664,116754.70949999998,36.8
2287,97.0,36.36666666666667,33.916666666666664,105052.023,24.8
2288,976.0,-15.59875,-47.7075,2902.992,8.594532012939453
2289,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
2290,976.0,-15.59875,-47.7075,2540.1179999999995,8.594532012939453
2291,976.0,-15.59875,-47.7075,1995.807,8.594532012939453
2292,976.0,-15.59875,-47.7075,1814.37,8.594532012939453
2293,976.0,-15.59875,-47.7075,5080.235999999999,8.594532012939453
2294,976.0,-15.59875,-47.7075,3628.74,8.594532012939453
2295,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
2296,976.0,-15.59875,-47.7075,4717.362,8.594532012939453
2297,976.0,-15.59875,-47.7075,2902.992,8.594532012939453
2298,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
2299,976.0,-15.59875,-47.7075,2540.1179999999995,8.594532012939453
2300,976.0,-15.59875,-47.7075,1995.807,8.594532012939453
2301,976.0,-15.59875,-47.7075,1814.37,8.594532012939453
2302,976.0,-15.598694444444446,-47.7075,5080.235999999999,8.594532012939453
2303,976.0,-15.59875,-47.7075,3628.74,8.594532012939453
2304,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
2305,976.0,-15.59875,-47.7075,4717.362,8.594532012939453
2306,976.0,-15.59875,-47.7075,2902.992,8.594532012939453
2307,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
2308,976.0,-15.59875,-47.7075,2540.1179999999995,8.594532012939453
2309,976.0,-15.598694444444446,-47.7075,1995.807,8.594532012939453
2310,976.0,-15.59875,-47.7075,1814.37,8.594532012939453
2311,976.0,-15.59875,-47.7075,5080.235999999999,8.594532012939453
2312,976.0,-15.59875,-47.7075,3628.74,8.594532012939453
2313,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
2314,976.0,-15.59875,-47.7075,4717.362,8.594532012939453
2315,976.0,-15.598694444444446,-47.7075,2902.992,8.594532012939453
2316,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
2317,976.0,-15.598694444444446,-47.7075,2540.1179999999995,8.594532012939453
2318,976.0,-15.59875,-47.7075,1995.807,8.594532012939453
2319,976.0,-15.59875,-47.7075,1814.37,8.594532012939453
2320,976.0,-15.598694444444446,-47.7075,5080.235999999999,8.594532012939453
2321,976.0,-15.59875,-47.7075,3628.74,8.594532012939453
2322,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
2323,976.0,-15.59875,-47.7075,4717.362,8.594532012939453
2324,290.0,43.3541,-85.178,34969.260194999995,10.011372566223145
2325,290.0,43.3541,-85.178,41272.38157499999,10.180791854858398
2326,0.0,31.5,31.09,7348.198499999999,1.6
2327,0.0,31.5,31.09,6713.169,1.5
2328,0.0,31.5,31.09,3356.5845,0.7
2329,0.0,31.5,31.09,7892.509499999999,2.0
2330,0.0,31.5,31.09,6713.169,1.8
2331,0.0,31.5,31.09,6168.857999999999,1.7
2332,976.0,-15.59875,-47.7075,2902.992,8.594532012939453
2333,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
2334,976.0,-15.59875,-47.7075,2540.1179999999995,8.594532012939453
2335,976.0,-15.59875,-47.7075,1995.807,8.594532012939453
2336,976.0,-15.598694444444446,-47.7075,1814.37,8.594532012939453
2337,976.0,-15.59875,-47.7075,5080.235999999999,8.594532012939453
2338,976.0,-15.59875,-47.7075,3628.74,8.594532012939453
2339,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
2340,976.0,-15.59875,-47.7075,4717.362,8.594532012939453
2341,976.0,-15.59875,-47.7075,2902.992,8.594532012939453
2342,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
2343,976.0,-15.59875,-47.7075,2540.1179999999995,8.594532012939453
2344,976.0,-15.59875,-47.7075,1995.807,8.594532012939453
2345,976.0,-15.59875,-47.7075,1814.37,8.594532012939453
2346,976.0,-15.59875,-47.7075,5080.235999999999,8.594532012939453
2347,976.0,-15.59875,-47.7075,3628.74,8.594532012939453
2348,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
2349,976.0,-15.598694444444446,-47.7075,4717.362,8.594532012939453
2350,976.0,-15.59875,-47.7075,2902.992,8.594532012939453
2351,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
2352,976.0,-15.59875,-47.7075,2540.1179999999995,8.594532012939453
2353,976.0,-15.59875,-47.7075,1995.807,8.594532012939453
2354,976.0,-15.59875,-47.7075,1814.37,8.594532012939453
2355,976.0,-15.59875,-47.7075,5080.235999999999,8.594532012939453
2356,976.0,-15.598694444444446,-47.7075,3628.74,8.594532012939453
2357,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
2358,976.0,-15.598694444444446,-47.7075,4717.362,8.594532012939453
2359,976.0,-15.598694444444446,-47.7075,2902.992,8.594532012939453
2360,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
2361,976.0,-15.59875,-47.7075,2540.1179999999995,8.594532012939453
2362,976.0,-15.59875,-47.7075,1995.807,8.594532012939453
2363,976.0,-15.59875,-47.7075,1814.37,8.594532012939453
2364,976.0,-15.59875,-47.7075,5080.235999999999,8.594532012939453
2365,976.0,-15.59875,-47.7075,3628.74,8.594532012939453
2366,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
2367,976.0,-15.598694444444446,-47.7075,4717.362,8.594532012939453
2368,539.0,-22.7383,-47.6509,2200.0,1.17
2369,539.0,-22.7383,-47.6509,2300.0,0.99
2370,539.0,-22.7383,-47.6509,2600.0,0.94
2371,539.0,-22.7383,-47.6509,3000.0,0.96
2372,539.0,-22.7383,-47.6509,3500.0,0.97
2373,539.0,-22.7383,-47.6509,3400.0,0.83
2374,539.0,-22.7383,-47.6509,4400.0,0.88
2375,539.0,-22.7383,-47.6509,3300.0,0.61
2376,539.0,-22.7383,-47.6509,2200.0,1.17
2377,539.0,-22.7383,-47.6509,2300.0,0.99
2378,539.0,-22.7383,-47.6509,2600.0,0.94
2379,539.0,-22.7383,-47.6509,3000.0,0.96
2380,539.0,-22.7383,-47.6509,3500.0,0.97
2381,539.0,-22.7383,-47.6509,3400.0,0.83
2382,539.0,-22.7383,-47.6509,4400.0,0.88
2383,539.0,-22.7383,-47.6509,3300.0,0.61
2384,539.0,-22.7383,-47.6509,2200.0,1.17
2385,539.0,-22.7383,-47.6509,2300.0,0.99
2386,539.0,-22.7383,-47.6509,2600.0,0.94
2387,539.0,-22.7383,-47.6509,3000.0,0.96
2388,539.0,-22.7383,-47.6509,3500.0,0.97
2389,539.0,-22.7383,-47.6509,3400.0,0.83
2390,539.0,-22.7383,-47.6509,4400.0,0.88
2391,539.0,-22.7383,-47.6509,3300.0,0.61
2392,143.0,-33.0,146.0,2113.74105,0.53
2393,143.0,-33.0,146.0,2775.9861,0.45
2394,143.0,-33.0,146.0,3120.7164,0.4599999999999999
2395,143.0,-33.0,146.0,4544.99685,0.55
2396,143.0,-33.0,146.0,2576.4054,0.49
2397,143.0,-33.0,146.0,2866.7046,0.43
2398,143.0,-33.0,146.0,3193.2912,0.4599999999999999
2399,143.0,-33.0,146.0,4445.2065,0.5599999999999999
2400,143.0,-33.0,146.0,1623.86115,0.37
2401,143.0,-33.0,146.0,1796.2262999999998,0.32
2402,143.0,-33.0,146.0,2177.244,0.37
2403,143.0,-33.0,146.0,2694.33945,0.4
2404,539.0,-22.7383,-47.6509,2200.0,1.17
2405,539.0,-22.7383,-47.6509,2300.0,0.99
2406,539.0,-22.7383,-47.6509,2600.0,0.94
2407,539.0,-22.7383,-47.6509,3000.0,0.96
2408,539.0,-22.7383,-47.6509,3500.0,0.97
2409,539.0,-22.7383,-47.6509,3400.0,0.83
2410,539.0,-22.7383,-47.6509,4400.0,0.88
2411,539.0,-22.7383,-47.6509,3300.0,0.61
2412,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
2413,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
2414,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
2415,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
2416,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
2417,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
2418,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
2419,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
2420,539.0,-22.7383,-47.6509,2200.0,1.17
2421,539.0,-22.7383,-47.6509,2300.0,0.99
2422,539.0,-22.7383,-47.6509,2600.0,0.94
2423,539.0,-22.7383,-47.6509,3000.0,0.96
2424,539.0,-22.7383,-47.6509,3500.0,0.97
2425,539.0,-22.7383,-47.6509,3400.0,0.83
2426,539.0,-22.7383,-47.6509,4400.0,0.88
2427,539.0,-22.7383,-47.6509,3300.0,0.61
2428,539.0,-22.7383,-47.6509,2200.0,1.17
2429,539.0,-22.7383,-47.6509,2300.0,0.99
2430,539.0,-22.7383,-47.6509,2600.0,0.94
2431,539.0,-22.7383,-47.6509,3000.0,0.96
2432,539.0,-22.7383,-47.6509,3500.0,0.97
2433,539.0,-22.7383,-47.6509,3400.0,0.83
2434,539.0,-22.7383,-47.6509,4400.0,0.88
2435,539.0,-22.7383,-47.6509,3300.0,0.61
2436,539.0,-22.7383,-47.6509,2200.0,1.17
2437,539.0,-22.7383,-47.6509,2300.0,0.99
2438,539.0,-22.7383,-47.6509,2600.0,0.94
2439,539.0,-22.7383,-47.6509,3000.0,0.96
2440,539.0,-22.7383,-47.6509,3500.0,0.97
2441,539.0,-22.7383,-47.6509,3400.0,0.83
2442,539.0,-22.7383,-47.6509,4400.0,0.88
2443,539.0,-22.7383,-47.6509,3300.0,0.61
2444,539.0,-22.7383,-47.6509,2200.0,1.17
2445,539.0,-22.7383,-47.6509,2300.0,0.99
2446,539.0,-22.7383,-47.6509,2600.0,0.94
2447,539.0,-22.7383,-47.6509,3000.0,0.96
2448,539.0,-22.7383,-47.6509,3500.0,0.97
2449,539.0,-22.7383,-47.6509,3400.0,0.83
2450,539.0,-22.7383,-47.6509,4400.0,0.88
2451,539.0,-22.7383,-47.6509,3300.0,0.61
2452,101.0,-8.162528,113.71616666666668,2482.965345,1.92
2453,101.0,-8.1625,113.71616666666668,2463.91446,1.47
2454,101.0,-8.162528,113.71616666666668,2425.81269,1.96
2455,101.0,-8.1625,113.71616666666668,2140.049415,2.75
2456,279.0,20.7618122,77.1921157,12981.81735,8.848677635192871
2457,279.0,20.7618122,77.1921157,13834.57125,8.848677635192871
2458,279.0,20.7618122,77.1921157,12882.026999999998,8.848677635192871
2459,279.0,20.7618122,77.1921157,15422.145,9.742215156555176
2460,279.0,20.7618122,77.1921157,15512.8635,9.742215156555176
2461,279.0,20.7618122,77.1921157,12981.81735,8.848677635192871
2472,290.0,43.3541,-85.178,34969.260194999995,10.011372566223145
2473,290.0,43.3541,-85.178,41272.38157499999,10.180791854858398
2474,1810.0,29.933333333333334,52.03333333333333,5400.0,0.21
2475,1810.0,29.933333333333334,52.03333333333333,2023.0,0.26
2476,1810.0,29.933333333333334,52.03333333333333,5780.0,0.26
2477,1810.0,29.933333333333334,52.03333333333333,7320.0,0.33
2478,1810.0,29.933333333333334,52.03333333333333,3062.0,0.32
2479,1810.0,29.933333333333334,52.03333333333333,834.0,0.12
2480,1810.0,29.933333333333334,52.03333333333333,1938.0,0.25
2481,1810.0,29.933333333333334,52.03333333333333,3253.0,0.34
2482,1810.0,29.933333333333334,52.03333333333333,3305.0,0.33
2483,1810.0,29.933333333333334,52.03333333333333,5400.0,0.21
2484,1810.0,29.933333333333334,52.03333333333333,4950.0,0.21
2485,1810.0,29.933333333333334,52.03333333333333,5780.0,0.26
2486,1810.0,29.933333333333334,52.03333333333333,4957.0,0.23
2487,1810.0,29.933333333333334,52.03333333333333,7320.0,0.33
2488,1810.0,29.933333333333334,52.03333333333333,3001.0,0.33
2489,1810.0,29.933333333333334,52.03333333333333,3062.0,0.32
2490,1810.0,29.933333333333334,52.03333333333333,834.0,0.12
2491,1810.0,29.933333333333334,52.03333333333333,1537.0,0.23
2492,1810.0,29.933333333333334,52.03333333333333,2021.0,0.23
2493,1810.0,29.933333333333334,52.03333333333333,2052.0,0.21
2494,1810.0,29.933333333333334,52.03333333333333,5400.0,0.21
2495,1810.0,29.933333333333334,52.03333333333333,5780.0,0.26
2496,1810.0,29.933333333333334,52.03333333333333,7320.0,0.33
2497,1810.0,29.933333333333334,52.03333333333333,3062.0,0.32
2498,1810.0,29.933333333333334,52.03333333333333,834.0,0.12
2499,1810.0,29.933333333333334,52.03333333333333,1938.0,0.25
2500,1810.0,29.933333333333334,52.03333333333333,3253.0,0.34
2501,1810.0,29.933333333333334,52.03333333333333,3305.0,0.33
2502,1810.0,29.933333333333334,52.03333333333333,5400.0,0.21
2503,1810.0,29.933333333333334,52.03333333333333,4950.0,0.21
2504,1810.0,29.933333333333334,52.03333333333333,5780.0,0.26
2505,1810.0,29.933333333333334,52.03333333333333,7320.0,0.33
2506,1810.0,29.933333333333334,52.03333333333333,834.0,0.12
2507,1810.0,29.933333333333334,52.03333333333333,4957.0,0.23
2508,1810.0,29.933333333333334,52.03333333333333,7935.0,0.34
2509,1810.0,29.933333333333334,52.03333333333333,3305.0,0.33
2510,1810.0,29.933333333333334,52.03333333333333,5400.0,0.21
2511,1810.0,29.933333333333334,52.03333333333333,5780.0,0.26
2512,1810.0,29.933333333333334,52.03333333333333,4957.0,0.23
2513,1810.0,29.933333333333334,52.03333333333333,2023.0,0.26
2514,1810.0,29.933333333333334,52.03333333333333,1938.0,0.25
2515,1810.0,29.933333333333334,52.03333333333333,1537.0,0.23
